source_table,source_column,target_table,target_column,fk_source,ind_score_from_pipeline,confidence_from_pipeline,source_distinct,target_distinct,intersection,union,manual_jaccard,source_in_target,target_in_source,valentine_coma_score,valentine_jaccard_score,sample_source_rows,sample_target_rows,evidence_type
enterReviewCriteria,Administrator,Administrator,ID,FKenterReviewCriteriaAdmi,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
enterReviewCriteria,Conference,Conference,ID,FKenterReviewCriteriaConf,,,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0,7,weak_or_conflicting
finalizePaperAssignment,Administrator,Administrator,ID,FKfinalizePaperAssignment,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
finalizePaperAssignment,Conference,Conference,ID,finalizePaperAssignmen2FK,,,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0,7,weak_or_conflicting
hardcopyMailingManifestsP,Conference,Conference,ID,FKhardcopyMailingManifest,,,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0,7,weak_or_conflicting
hardcopyMailingManifestsP,Administrator,Administrator,ID,hardcopyMailingManifes2FK,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
hasConferenceMember,Conference,Conference,ID,FKhasConferenceMemberConf,,,7,7,7,7,1.0,1.0,1.0,0.5,1.0,245,7,equivalence_column
hasConferenceMember,ConferenceMember,Person,ID,FKhasConferenceMemberPers,,,191,774,191,774,0.2467700258397933,1.0,0.2467700258397933,0.2139352306182532,0.2467700258397933,245,774,inclusion_column_source_to_target
hasConflictOfInterest,Document,Document,ID,FKhasConflictOfInterestDo,,,0,1468,0,1468,0.0,0.0,0.0,0.0,0.0,0,1468,weak_or_conflicting
hasConflictOfInterest,Person,Person,ID,FKhasConflictOfInterestPerson,,,0,774,0,774,0.0,0.0,0.0,0.0,0.0,0,774,weak_or_conflicting
hasProgramCommitteeMember,ProgramCommittee,ProgramCommittee,ID,FKhasProgramCommitteeMemb,,,7,7,7,7,1.0,1.0,1.0,0.5,1.0,38,7,equivalence_column
hasSubjectArea,Paper,Paper,ID,FKhasSubjectAreaPaper,,,0,734,0,734,0.0,0.0,0.0,0.0,0.0,0,734,weak_or_conflicting
hasSubjectArea,SubjectArea,SubjectArea,ID,FKhasSubjectAreaSubjectArea,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
markConflictOfInterest,Paper,Paper,ID,FKmarkConflictOfInterestPaper,,,0,734,0,734,0.0,0.0,0.0,0.0,0.0,0,734,weak_or_conflicting
paperAssignmentToolsRunBy,Conference,Conference,ID,FKpaperAssignmentToolsRun,,,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0,7,weak_or_conflicting
paperAssignmentToolsRunBy,Administrator,Administrator,ID,paperAssignmentToolsRu2FK,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
readByReviewer,Paper,Paper,ID,FKreadByReviewerPaper,,,0,734,0,734,0.0,0.0,0.0,0.0,0.0,0,734,weak_or_conflicting
readByReviewer,Reviewer,Person,ID,readByReviewer_Reviewer_fkey,,,0,774,0,774,0.0,0.0,0.0,0.0,0.0,0,774,weak_or_conflicting
reviewerBiddingStartedBy,Conference,Conference,ID,FKreviewerBiddingStartedB,,,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0,7,weak_or_conflicting
reviewerBiddingStartedBy,Administrator,Administrator,ID,reviewerBiddingStarted2FK,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
setMaxPapers,Administrator,Administrator,ID,FKsetMaxPapersAdministrator,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,weak_or_conflicting
submitPaper,Paper,Paper,ID,FKsubmitPaperPaper,,,0,734,0,734,0.0,0.0,0.0,0.0,0.0,0,734,weak_or_conflicting
submitPaper,Author,Person,ID,submitPaper_Author_fkey,,,0,774,0,774,0.0,0.0,0.0,0.0,0.0,0,774,weak_or_conflicting
